Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Rating
Port Royale 3,X360,N/A,Simulation,Kalypso Media,0.06,0,0,0.01,0.07,4.5,6,T
Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0,0.05,0,0.02,0.07,7.4,23,E
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0,0.01,0.07,8.2,5,T
Terraria,PS4,2014,Action,505 Games,0,0.05,0.01,0.01,0.07,7.9,47,T
Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,0.05,0.01,0,0,0.07,8.8,9,T
Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0,0,0.07,7.6,19,T
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01,0.07,6.3,4,T
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0,0,0,0.07,6,25,T
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.04,0.02,0,0.01,0.07,7,9,E10+
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,0.07,7.8,66,T
Mayhem 3D,X360,2011,Racing,Evolved Games,0.06,0,0,0,0.07,8.6,9,E10+
Alex Rider: Stormbreaker,DS,N/A,Action,THQ,0.06,0,0,0,0.07,6.1,10,T
WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0,0.05,0,0.01,0.07,8.4,115,E10+
Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0,0.01,0.07,4.1,51,M
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.06,0,0,0,0.07,7.1,15,T
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0,0,0.07,8.5,13,E10+
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07,5.6,95,E
Worms Forts: Under Siege,XB,2004,Strategy,Sega,0.05,0.01,0,0,0.07,8,6,T
Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0,0.01,0.07,8,5,M
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,7.5,29,M
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0,0,0,0.07,6,9,E
NHL Hitz Pro,XB,2003,Sports,Midway Games,0.05,0.01,0,0,0.07,8.8,12,E
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.07,7.2,23,T
Alan Wake,PC,2012,Action,Nordic Games,0,0.06,0,0.01,0.06,8,1473,T
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.04,0,0,0.06,4.4,69,M
Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,0.05,0,0.01,0.01,0.06,6.3,8,E10+
Wings of War,XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0,0,0.06,5,5,T
187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0,0,0.06,6.9,8,M
RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0,0.01,0.06,7.9,14,E10+
Kabuki Warriors,XB,2001,Action,Genki,0.05,0.01,0,0,0.06,2.5,12,M
World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0,0,0.06,7.8,4,T
Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,8.5,71,T
IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,0.06,0,0,0,0.06,2.4,5,E10+
NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,6.7,11,M
Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0,0,0.06,1.5,4,E
GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.06,5.7,571,E
Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,0.06,0,0,0,0.06,6,5,T
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,6.7,37,M
Miami Vice: The Game,PSP,2006,Shooter,Activision,0.06,0,0,0,0.06,7,12,M
Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0,0,0.06,0,0.06,7.9,14,T
BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,5,7,M
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0,0.04,0.02,0,0.06,7.8,43,T
Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0,0,0.06,7.7,7,T
Insecticide,DS,2008,Action,Gamecock,0.06,0,0,0,0.06,7,5,E10+
XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0,0.01,0.06,8.6,8,T
Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0,0,0.06,0,0.06,7.5,48,E
Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0,0.01,0.06,6.9,11,T
Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0,0.06,5,25,M
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0,0.02,0,0.06,8.5,4,E
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0,0.06,7.1,20,M
Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0,0.01,0.06,8.7,12,E
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,7.8,10,T
F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0,0,0.06,5.5,8,E
Crimson Gem Saga,PSP,2008,Role-Playing,Sega,0.06,0,0,0,0.06,7.5,30,T
Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0,0,0,0.06,8,15,E
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0,0,0,0.06,4.8,5,T
Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0,0,0.06,6.8,11,T
Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,0.01,0.05,0,0,0.06,4.4,606,T
Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,4.2,10,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0,0,0.06,6.2,6,T
Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0,0,0,0.06,7.3,8,E
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0,0,0.06,5.8,10,M
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.06,7,29,T
Assetto Corsa,PS4,2016,Racing,505 Games,0,0.05,0,0.01,0.06,6.2,70,E
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0,0,0,0.06,5.4,19,E10+
"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0,0.01,0.06,7.9,16,T
Johnny Test,DS,2011,Platform,505 Games,0.06,0,0,0,0.06,0.9,7,E
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0,0.01,0.06,5.8,12,T
TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0,0,0.06,7.7,27,E
Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,0.03,0,0.02,0.01,0.06,8.3,116,M
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0,0,0,0.06,6.4,15,T
Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,8.6,14,T
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0,0,0.06,8,5,E
Unchained Blades ,PSP,2011,Role-Playing,FuRyu,0,0,0.06,0,0.06,7.5,15,T
Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0,0.06,4.7,10,E10+
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0,0,0,0.06,7.8,4,E
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0,0,0.06,4,6,E10+
Steins;Gate,PS3,2012,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,8.7,51,M
Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,7.6,71,T
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.01,0.06,5.6,186,E10+
Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0,0,0.06,0,0.06,7.9,31,T
Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0,0.01,0.06,7.8,14,E10+
Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0,0.06,0,0,0.06,6.8,21,E10+
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0,0,0,0.06,8,5,E
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0,0,0.06,6.8,33,E10+
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0,0,0.01,0.06,7.9,100,E
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0,0.01,0.06,6.9,8,T
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0,0.01,0.06,4.8,14,E
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,8.8,33,T
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0,0.01,0.06,8,7,T
LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0,0.01,0.06,7.8,61,E10+
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0,0.01,0.06,5.4,24,M
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0,0.01,0.06,8,6,E
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.03,0.02,0,0.01,0.06,7.9,51,M
Cold Fear,XB,2005,Action,Ubisoft,0.05,0.01,0,0,0.06,7.6,20,M
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.06,6.7,116,M
Theme Park,DS,2007,Simulation,Electronic Arts,0,0.02,0.03,0,0.06,7.6,14,E
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0,0,0.06,8.1,37,M
Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,7.4,177,E10+
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,0.05,0,0.01,0.06,7.9,35,E10+
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0,0,0,0.06,7.1,23,T
Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0,0,0.06,7.3,6,T
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0,0,0.06,7.6,8,T
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0,0,0,0.06,7.4,5,T
Unreal Tournament III,PC,2007,Shooter,Midway Games,0,0.05,0,0.01,0.06,8,523,M
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0,0,0.06,4.7,6,E
Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0,0,0.06,0,0.06,8.2,11,E
Terminator 3: The Redemption,XB,2004,Shooter,Atari,0.05,0.01,0,0,0.06,8.6,5,T
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0,0,0,0.06,7,5,E
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,0.06,8.4,626,T
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0,0,0,0.06,8.2,26,E
Serious Sam II,XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0,0.06,6.7,11,M
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06,6.9,20,E
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0,0.01,0.06,5.7,10,E10+
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0,0.01,0.06,5.3,54,M
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0,0.01,0.06,8.1,12,E
ICO,PS3,2011,Action,Sony Computer Entertainment,0,0,0.06,0,0.06,7.4,27,T
The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,8.8,1116,M
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06,8,14,T
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0,0.01,0.06,6.6,28,T
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0,0,0,0.06,7.2,6,E
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,0.05,0,0.01,0.06,8.7,602,M
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0,0.01,0.06,6.8,9,E
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0,0,0,0.06,4,4,T
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.05,0,0,0.01,0.06,3.1,12,T
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,8.5,11,T
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,8.6,11,T
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0,0,0.06,5.9,10,T
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0,0,0,0.06,7.4,12,T
Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06,6.5,283,M
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0,0,0.06,7,10,E
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0,0,0.06,2.5,4,E
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0,0,0.06,7.8,10,T
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0,0,0.06,8.5,32,M
Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,0.03,0.02,0,0.01,0.06,8,8,E
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06,7.9,14,M
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,0.06,0,0.06,7.8,36,T
Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0,0,0.06,8.4,10,T
PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0,0,0,0.06,7.4,17,E
Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0,0.01,0.06,6.4,9,T
Theresia...,DS,2008,Adventure,Arc System Works,0.05,0,0,0,0.06,8,8,M
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0,0.05,0,0.01,0.06,6.9,203,M
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.05,0,0,0.06,7.5,4,E10+
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06,7,5,E
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0,0,0,0.06,3.3,30,T
Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,0.04,0.01,0,0,0.06,4.3,4,T
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,0.03,0.02,0,0.01,0.06,6.6,24,T
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06,3.5,36,M
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,6.1,21,T
Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06,8.9,9,E
Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.06,7.9,9,T
Inversion,X360,2012,Shooter,Namco Bandai Games,0.03,0.02,0,0.01,0.06,6.5,72,M
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01,0.06,5.8,387,E
Mercury Meltdown,PSP,2006,Action,Atari,0.05,0,0,0.01,0.06,7.8,8,E
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,0.01,0,0.05,0,0.06,8.3,12,T
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,8.1,43,E
Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0,0,0.06,5,4,E10+
Fatal Frame,XB,2002,Action,Tecmo Koei,0.04,0.01,0,0,0.06,8.6,16,T
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0,0.01,0.06,7.8,24,M
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,4.6,41,T
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,0.04,0.02,0,0,0.06,7.2,12,E
Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0,0,0.06,8.5,31,M
Catwoman,XB,2004,Action,Electronic Arts,0.04,0.01,0,0,0.06,4.6,5,T
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0.02,0,0,0.06,3.5,16,T
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0,0.01,0,0.06,8.1,15,T
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01,0.06,7.5,41,E10+
Street Fighter V,PC,2016,Fighting,Capcom,0,0.05,0,0,0.06,2.9,431,T
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,0.04,0.02,0,0,0.06,9,9,E
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06,4.1,9,E
Gun Showdown,PSP,2006,Action,Activision,0.05,0,0,0.01,0.06,7.6,9,M
Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0,0,0,0.06,7.6,8,E
Constantine,XB,2005,Action,SCi,0.04,0.01,0,0,0.06,7.1,17,M
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0,0,0.06,7.1,7,M
Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,0.05,0,0,0,0.06,8.2,5,T
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06,8.4,1088,M
Nanostray,DS,2005,Shooter,Majesco Entertainment,0.05,0,0,0,0.06,7.7,19,E
Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0,0.01,0.06,8.4,10,T
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.02,0,0,0.06,7.2,9,T
Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06,6.8,6,E
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06,1.9,39,E
Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06,9.1,14,T
Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0,0,0.06,7.8,5,T
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0,0,0.06,6.9,8,T
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06,6.9,16,E10+
Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.03,0,0.03,0.01,0.06,6.5,10,M
X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0,0.06,5.6,7,E10+
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,7.8,49,T
Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0,0,0,0.06,7.7,18,T
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0,0.01,0.06,8.4,11,T
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,6.4,17,T
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0,0.04,0,0.01,0.06,6.8,123,E
Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.01,0.04,0,0.01,0.06,7.8,76,E
Tom Clancy's Rainbow Six: Critical Hour,XB,N/A,Shooter,Unknown,0.04,0.01,0,0,0.06,3.6,14,M
Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0,0,0,0.06,8.6,5,E10+
Remember Me,PC,2013,Action,Capcom,0,0.05,0,0,0.06,7.4,1007,M
NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0,0,0.06,6.8,13,E
Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06,3,4,E
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0.01,0.06,1.3,433,M
The Saboteur,PC,2009,Action,Electronic Arts,0,0.05,0,0.01,0.06,8,236,M
Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0,0,0,0.06,6.1,7,T
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06,8.2,5,M
Rocket League,PC,2016,Sports,505 Games,0.01,0.04,0,0,0.06,8.2,580,E
V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06,7.4,14,E
Mirror's Edge,PC,2009,Platform,Electronic Arts,0,0.05,0,0.01,0.06,8.1,1026,T
Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06,8.1,387,T
Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06,6.6,7,E
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0,0,0,0.06,7.9,13,T
Gothic 3,PC,2006,Role-Playing,JoWood Productions,0,0.05,0,0.01,0.06,7.3,519,T
7 Days to Die,XOne,2016,Action,Telltale Games,0.03,0.02,0,0,0.05,5.2,74,M
Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0,0,0,0.05,3.6,20,E
Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05,6.2,11,M
Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0,0,0.05,8.8,4,E
Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.04,0.01,0,0,0.05,9.1,10,E10+
F1 2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01,0.05,6.6,99,E
Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.04,0.01,0,0,0.05,7.1,7,M
Dungeon Keeper 2,PC,1999,Action,Electronic Arts,0,0.05,0,0.01,0.05,8.8,100,M
Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05,7.2,6,E
Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,0,0.05,5.5,8,E10+
Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.04,0.01,0,0,0.05,8.3,7,T
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0,0.01,0.05,7.2,31,M
Captain America: Super Soldier,Wii,N/A,Action,Sega,0.05,0,0,0,0.05,6,6,T
Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0,0,0.05,8.5,10,E
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0,0.01,0.05,6,75,M
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0,0.05,5.1,48,T
Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0,0,0.05,8,4,T
4 Elements,PC,2009,Puzzle,Mastertronic,0,0.04,0,0.01,0.05,7.4,19,E
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,0.05,0,0,0.05,7.4,379,M
Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,8.3,28,E
Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0,0,0.01,0.05,7.8,12,T
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,0.04,0.01,0,0,0.05,8.3,8,E
UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0,0,0.05,8.1,9,E
Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0,0.04,0,0.01,0.05,5.5,30,E
Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0,0,0.05,8,7,E
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05,7.1,114,T
NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0,0,0.05,6.6,8,E
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0,0,0,0.05,7.5,20,E
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0,0,0,0.05,7.3,9,T
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0,0,0.05,8.8,9,E
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05,3.5,282,E10+
Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0.02,0,0.01,0.05,7.2,6,T
Drill Dozer,GBA,N/A,Platform,Unknown,0.04,0.01,0,0,0.05,8.3,10,E
Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0,0.04,0,0.01,0.05,7.3,204,T
Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0,0.01,0.05,8.2,93,T
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,0.05,0,0,0,0.05,6.8,12,E
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.03,0,0,0.05,4.9,18,M
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,6.5,16,E10+
Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0,0.03,0,0.05,6,5,E
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0,0,0.05,8.2,10,E
F1 2015,PC,2015,Racing,Codemasters,0,0.05,0,0,0.05,3.6,63,E
Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0,0,0,0.05,6,5,E10+
Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0,0,0.05,6.6,127,M
